slug,title,displayed_publication_year,doi_found_in_page,status,official_url,publication_date,date_precision,date_source,abstract,metadata_checked_at
liang-2016-tuning,Tuning the electronic properties and work functions of graphane/fully hydrogenated h-BN heterobilayers via heteronuclear dihydrogen bonding and electric field control,2016,https://doi.org/10.1039/C6CP01541G,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/c6cp01541g,2016,year,Reviewed local CSV year,The electronic properties and work functions of graphane/fully hydrogenated h-BN heterobilayers were studied by using density functional theory calculations.,2026-05-03
liu-2019-gei-2,GeI2 Additive for High Optoelectronic Quality CsPbI3 Quantum Dots and Their Application in Photovoltaic Devices,2019,https://doi.org/10.1021/acs.chemmater.8b03871,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acs.chemmater.8b03871,2019-01-14,day,Crossref published-online,,2026-05-03
liu-2020-near,Near-Infrared Emission from Tin--Lead (Sn--Pb) Alloyed Perovskite Quantum Dots by Sodium Doping,2020,https://doi.org/10.1002/anie.201916020,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/anie.201916020,2020-03-24,day,Crossref published-online,"Abstract Phase‐stable CsSn x Pb 1− x I 3 perovskite quantum dots (QDs) hold great promise for optoelectronic applications owing to their strong response in the near‐infrared region. Unfortunately, optimal utilization of their potential is limited by the severe photoluminescence (PL) quenching, leading to extremely low quantum yields (QYs) of approximately 0.3 %. The ultra‐low sodium (Na) doping presented herein is found to be effective in improving PL QYs of these alloyed QDs without alerting their favourable electronic structure. X‐ray photoelectron spectroscopy (XPS) studies suggest the formation of a stronger chemical interaction between I − and Sn 2+ ions upon Na doping, which potentially helps to stabilize Sn 2+ and suppresses the formation of I vacancy defects. The optimized PL QY of the Na‐doped QDs reaches up to around 28 %, almost two orders of magnitude enhancement compared with the pristine one.",2026-05-03
liu-2021-ultra,Ultra-Halide-Rich Synthesis of Stable Pure Tin-Based Halide Perovskite Quantum Dots: Implications for Photovoltaics,2021,https://doi.org/10.1021/acsanm.1c00324,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acsanm.1c00324,2021-03-30,day,Crossref published-online,,2026-05-03
luo-2020-impacts,The Impacts and Origins of A-site Instability in Formamidinium-Cesium Lead Iodide Perovskite Solar Cells Under Extended Operation,2020,https://doi.org/10.1109/PVSC45281.2020.9300973,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/pvsc45281.2020.9300973,2020-06-14,day,Crossref published-print,,2026-05-03
meng-2016-design,Design of graphene-like gallium nitride and WS 2/WSe 2 nanocomposites for photocatalyst applications,2016,https://doi.org/10.1007/s40843-016-5122-3,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1007/s40843-016-5122-3,2016-11-09,day,Crossref published-online,,2026-05-03
meng-2016-first,First principles investigation of small molecules adsorption on antimonene,2017,https://doi.org/10.1109/LED.2016.2633569,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/led.2016.2633569,2017,year,Reviewed local CSV year,,2026-05-03
meng-2018-novel,Novel GaN-based nanocomposites: Effective band structure and optical property tuning by tensile strain or external field,2018,https://doi.org/10.1016/j.apsusc.2017.08.043,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1016/j.apsusc.2017.08.043,2018,year,Reviewed local CSV year,,2026-05-03
meng-2022-organic,Organic--Inorganic Hybrid Cuprous-Based Metal Halides for Warm White Light-Emitting Diodes,2022,https://doi.org/10.1002/advs.202203596,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/advs.202203596,2022-09-06,day,Crossref published-online,"Abstract Single‐component emitters with stable and bright warm white‐light emission are highly desirable for high‐efficacy warm white light‐emitting diodes (warm‐WLEDs), however, materials with such luminescence properties are extremely rare. Low­dimensional lead (Pb) halide perovskites can achieve warm white photoluminescence (PL), yet they suffer from low stability and PL quantum yield (PLQY). While Pb‐free air‐stable perovskites such as Cs 2 AgInCl 6 emit desirable warm white light, sophisticated doping strategies are typically required to increase their PL intensity. Moreover, the use of rare metal‐bearing compounds along with the typically required vacuum‐based thin‐film processing may greatly increase their production cost. Herein, organic–inorganic hybrid cuprous (Cu + )‐based metal halide MA 2 CuCl 3 (MA = CH 3 NH 3 + ) that meets the requirements of i) nontoxicity, ii) high PLQY, and iii) dopant‐free is presented. Both single crystals and thin films of MA 2 CuCl 3 can be facilely prepared by a low‐cost solution method, which demonstrate bright warm white‐light emission with intrinsically high PLQYs of 90–97%. Prototype electroluminescence devices and down‐conversion LEDs are fabricated with MA 2 CuCl 3 thin films and single crystals, respectively, which show bright luminescence with decent efficiencies and operational stability. These findings suggest that MA 2 CuCl 3 has a great potential for the single‐component indoor lighting and display applications.",2026-05-03
meng-2024-organic,Organic-Inorganic Hybrid Cuprous-Based Metal Halides with Unique Two-Dimensional Crystal Structure for White Light-Emitting Diodes,2024,https://doi.org/10.1002/anie.202411047,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/anie.202411047,2024-09-05,day,Crossref published-online,"Abstract Ternary cuprous (Cu + )‐based metal halides, represented by cesium copper iodide (e.g., CsCu 2 I 3 and Cs 3 Cu 2 I 5 ), are garnering increasing interest for light‐emitting applications owing to their intrinsically high photoluminescence quantum yield and direct band gap. Toward electrically driven light‐emitting diodes (LEDs), it is highly desirable for the light emitters to have a high structural dimensionality as it may favor efficient electrical injection. However, unlike lead‐based halide perovskites whose light‐emitting units can be facilely arranged in three‐dimensional (3D) ways, to date, nearly all ternary Cu + ‐based metal halides crystallize into 0D or 1D networks of Cu−X (X=Cl, Br, I) polyhedra, whereas 3D and even 2D structures remain mostly uncharted. Here, by employing a fluorinated organic cation, we report a new kind of ternary Cu + ‐based metal halides, (DFPD)CuX 2 (DFPD + =4,4‐difluoropiperidinium), which exhibits unique 2D layered crystal structure. Theoretical calculations reveal a highly dispersive conduction band of (DFPD)CuBr 2 , which is beneficial for charge carrier injection. It is also of particular significance to find that the 2D (DFPD)CuBr 2 crystals show appealing properties, including improved ambient stability and an efficient warm white‐light emission, making it a promising candidate for single‐component lighting and display applications.",2026-05-03
ni-2015-gas,Gas adsorption on graphene with different layers: A first-principles study,2015,https://doi.org/10.1109/ICEPT.2015.7236745,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/icept.2015.7236745,2015,year,Reviewed local CSV year,,2026-05-03
ramadan-2024-role,The Role of the Organic Cation in Developing Efficient Green Perovskite LEDs Based on Quasi-2D Perovskite Heterostructures,2024,https://doi.org/10.1002/adfm.202309653,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/adfm.202309653,2023-12-24,day,Crossref published-online,"Abstract Two dimensional/three‐dimensional (2D/3D) metal halide perovskite heterostructures have attracted great interest in photovoltaic and light‐emitting diode (LEDs) applications. In both, their implementation results in an improvement in device efficiency yet the understanding of these heterostructures remains incomplete. In this work the role of organic cations, essential for the formation of 2D perovskite structures is unraveled, in a range of metal halide perovskite heterostructures. These heterostructures are used to fabricate efficient green perovskite LEDs and a strong dependence between cation content and device performance is shown. The crystal structure, charge‐carrier transport and dynamics, and the electronic structure of these heterostructures are studied and it is shown that the presence of crystalline 2D perovskite inhibits electron injection and ultimately lowers device performance. This work highlights the importance of optimizing the composition of these heterostructures in ensuring optimal device performance across all parameters and suggests that developing routes to inject charge‐carriers directly into 2D perovskite structures will be important in ensuring the continued development of perovskite LEDs based on these heterostructures.",2026-05-03
ren-2023-multifunctional,Multifunctional Additive CdAc2 for Efficient Perovskite-Based Solar Cells,2023,https://doi.org/10.1002/adma.202211806,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/adma.202211806,2023-06-29,day,Crossref published-online,"Abstract Polycrystalline perovskite films fabricated on flexible and textured substrates often are highly defective, leading to poor performance of perovskite devices. Finding substrate‐tolerant perovskite fabrication strategies is therefore paramount. Herein, this study shows that adding a small amount of Cadmium Acetate (CdAc 2 ) in the PbI 2 precursor solution results in nano‐hole array films and improves the diffusion of organic salts in PbI 2 and promotes favorable crystal orientation and suppresses non‐radiative recombination. Polycrystalline perovskite films on the flexible substrate with ultra‐long carrier lifetimes exceeding 6 µs are achieved. Eventually, a power conversion efficiency (PCE) of 22.78% is obtained for single‐junction flexible perovskite solar cells (FPSCs). Furthermore, it is found that the strategy is also applicable for textured tandem solar cells. A champion PCE of 29.25% (0.5003 cm 2 ) is demonstrated for perovskite/silicon tandem solar cells (TSCs) with CdAc 2 . Moreover, the un‐encapsulated TSCs maintains 109.78% of its initial efficiency after 300 h operational at 45 °C in a nitrogen atmosphere. This study provides a facile strategy for achieving high‐efficiency perovskite‐based solar cells.",2026-05-03
robin-2021-stretchable,"Stretchable AgX (X= Se, Te) for Efficient Thermoelectrics and Photovoltaics",2021,https://doi.org/10.1021/acsami.1c04759,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acsami.1c04759,2021-05-19,day,Crossref published-online,,2026-05-03
sun-2016-first,First-principles study of gas adsorption on indium nitride monolayer as gas sensor applications,2016,https://doi.org/10.1109/ICEPT.2016.7583243,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/icept.2016.7583243,2016,year,Reviewed local CSV year,,2026-05-03
sun-2017-adsorption,Adsorption of gas molecules on graphene-like InN monolayer: A first-principle study,2017,https://doi.org/10.1016/j.apsusc.2017.01.264,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1016/j.apsusc.2017.01.264,2017,year,Reviewed local CSV year,,2026-05-03
tan-2016-alas,An AlAs/germanene heterostructure with tunable electronic and optical properties via external electric field and strain,2016,https://doi.org/10.1039/C6TC02951E,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/c6tc02951e,2016,year,Reviewed local CSV year,"By means of comprehensive first-principles calculations, we investigate the stability, electronic and optical properties of an AlAs/germanene heterostructure.",2026-05-03
tang-2023-moisture,"Moisture-Insensitive, Phase-Stable Indium-Based Metal Halides and Their Light-Emitting Applications",2023,https://doi.org/10.1002/adom.202301282,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/adom.202301282,2023-10-11,day,Crossref published-online,"Abstract Ternary indium (In)‐based metal halides are gaining increased attention as promising lead (Pb)‐free alternatives for light‐emitting diodes (LEDs) owing to their broadband emission and high photoluminescence quantum yields (PLQYs). However, most of the pure In‐based compositions suffer from instability against moisture and thermal stress, leading to a rapid degradation of material and hence their optical properties. Herein, a new kind of organic–inorganic hybrid In‐based metal halide BA 6 InCl 9 (BA + = C 4 H 11 N + ) is presented, which exhibits stable crystal structure and material composition at both ambient (over 5 months) and heating conditions (up to 200 °C). Besides, the Huang‐Rhys factor of ≈4.94 determined for BA 6 InCl 9 is considerably smaller than most Pb‐free perovskites, which suggests a relatively weak exciton‐phonon coupling in these crystals. By trace amounts of antimony (III) (Sb 3+ ) doping, the PLQY of the BA 6 InCl 9 single crystals can be markedly improved from ≈25% to 95%, and the ensuing down‐conversion LEDs exhibit bright orange‐red emission with an external quantum efficiency of 0.12%, which retains ≈50% of the initial luminance after 380 min of continuous operation in ambient air. It is forseen that the study will prompt future research on In‐based metal halides and their use in stable light‐emitting applications.",2026-05-03
tao-2019-absolute,Absolute energy level positions in tin-and lead-based halide perovskites,2019,https://doi.org/10.1038/s41467-019-10468-7,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1038/s41467-019-10468-7,2019-06-12,day,Crossref published-online,"Abstract Metal halide perovskites are promising materials for future optoelectronic applications. One intriguing property, important for many applications, is the tunability of the band gap via compositional engineering. While experimental reports on changes in absorption or photoluminescence show rather good agreement for different compounds, the physical origins of these changes, namely the variations in valence and conduction band positions, are not well characterized. Here, we determine ionization energy and electron affinity values of all primary tin- and lead-based perovskites using photoelectron spectroscopy data, supported by first-principles calculations and a tight-binding analysis. We demonstrate energy level variations are primarily determined by the relative positions of the atomic energy levels of metal cations and halide anions and secondarily influenced by the cation-anion interaction strength. These results mark a significant step towards understanding the electronic structure of this material class and provides the basis for rational design rules regarding the energetics in perovskite optoelectronics.",2026-05-03
wang-2022-filling,Filling chlorine vacancy with bromine: A two-step hot-injection approach achieving defect-free hybrid halogen perovskite nanocrystals,2022,https://doi.org/10.1021/acsami.2c12375,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acsami.2c12375,2022-09-23,day,Crossref published-online,,2026-05-03
wang-2022-germanium,Germanium Halides Serving as Ideal Precursors: Designing a More Effective and Less Toxic Route to High-Optoelectronic-Quality Metal Halide Perovskite Nanocrystals,2022,https://doi.org/10.1021/acs.nanolett.1c03527,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acs.nanolett.1c03527,2022-01-12,day,Crossref published-online,,2026-05-03
wang-2023-ultraviolet,Ultraviolet Emission from Cerium-Based Organic-Inorganic Hybrid Halides and Their Abnormal Anti-Thermal Quenching Behavior,2023,https://doi.org/10.1002/adfm.202303399,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/adfm.202303399,2023-04-28,day,Crossref published-online,"Abstract Rare earth elements are widely employed and investigated as dopants in luminescent materials because of their ability to modulate hosts’ specific physical and chemical properties. However, stable phosphors crystallized with pure rare earth elements are few and hence their potential for wider utilization is largely limited. Herein, two examples of cerium (Ce)‐based organic–inorganic hybrid halides, (DFPD) 4 CeX 7 (DFPD + = 4,4‐difluoropiperidinium; X − = Cl − and Br − ) and (DFPD)CeCl 4 ·2MeOH are demonstrated. The Cl compositions of both examples are capable of emitting the fascinating ultraviolet (UV) light (350–375 nm), which represents the shortest emission wavelength ever reported in existing metal halide perovskites. Moreover, the resulting crystals are of high quality, which have intrinsic photoluminescence quantum yields of 95%–100%. Besides, in contrast to their all‐inorganic counterparts like Ce 3 CeBr 6 , the proposed two forms of Ce 3+ ‐based halides show abnormal anti‐thermal quenching behavior (≈128% of emission intensity at 420 K relative to 80 K), being particularly applicable for practical use in a heated environment. A phosphor‐converted light‐emitting diode fabricated with (DFPD) 4 CeCl 7 demonstrates stable UV emission (840 min) and has a high external quantum efficiency of 1%. This study opens up the way to a possible design of robust UV‐emitting structures based on rare earth hybrid metal halides.",2026-05-03
xi-2023-mechanism,On the mechanism of solvents catalyzed structural transformation in metal halide perovskites,2023,https://doi.org/10.1002/adma.202302896,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/adma.202302896,2023-07-02,day,Crossref published-online,"Abstract Metal halide perovskites show the capability of performing structural transformation, allowing the formation of functional heterostructures. Unfortunately, the elusive mechanism governing these transformations limits their technological application. Herein, the mechanism of 2D–3D structural transformation is unraveled as catalyzed by solvents. By combining a spatial‐temporal cation interdiffusivity simulation with experimental findings, it is validated that, protic solvents foster the dissociation degree of formadinium iodide (FAI) via dynamic hydrogen bond, then the stronger hydrogen bond of phenylethylamine (PEA) cation with selected solvents compared to dissociated FA cation facilitates 2D–3D transformation from (PEA) 2 PbI 4 to FAPbI 3 . It is discovered that, the energy barrier of PEA out‐diffusion and the lateral transition barrier of inorganic slab are diminished. For 2D films the protic solvents catalyze grain centers (GCs) and grain boundaries (GBs) transforme into 3D phases and quasi‐2D phases, respectively. While in the solvent‐free case, GCs transform into 3D–2D heterostructures along the direction perpendicular to the substrate, and most GBs evolve into 3D phases. Finally, memristor devices fabricated using the transformed films uncover that, GBs composed of 3D phases are more prone to ion migration. This work elucidates the fundamental mechanism of structural transformation in metal halide perovskites, allowing their use to fabricate complex heterostructures.",2026-05-03
xianping-2016-ab,Ab Initio Study of the Adsorption of Small Molecules on Stanene,2016,https://doi.org/10.1021/acs.jpcc.6b04481,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acs.jpcc.6b04481,2016-06-24,day,Crossref published-online,,2026-05-03
xianping-2016-electrical,Electrical and Optical Properties of Germanene on Single-Layer BeO Substrate,2016,https://doi.org/10.1021/acs.jpcc.6b06161,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acs.jpcc.6b06161,2016-09-02,day,Crossref published-online,,2026-05-03
yang-2016-aln,AlN/BP heterostructure photocatalyst for water splitting,2016,https://doi.org/10.1109/LED.2016.2633487,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/led.2016.2633487,2016,year,Reviewed local CSV year,,2026-05-03
yang-2016-first,First-principles study of sulfur dioxide sensor based on phosphorenes,2016,https://doi.org/10.1109/LED.2016.2543243,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/led.2016.2543243,2016,year,Reviewed local CSV year,,2026-05-03
yang-2017-first,First-principles approach to design and evaluation of graphene as methane sensors,2017,https://doi.org/10.1016/j.matdes.2017.01.087,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1016/j.matdes.2017.01.087,2017,year,Reviewed local CSV year,,2026-05-03
yang-2017-intriguing,The intriguing electronic and optical properties modulation of hydrogen and fluorine codecorated silicene layers,2017,https://doi.org/10.1016/j.apsusc.2016.11.226,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1016/j.apsusc.2016.11.226,2017,year,Reviewed local CSV year,,2026-05-03
yang-2025-off,On-Off Switching of Singlet Self-Trapped Exciton Emission Endows Antimony-Doped Indium Halides with Excitation-Wavelength-Dependent Luminescence,2025,https://doi.org/10.1002/smll.202407892,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/smll.202407892,2024-11-02,day,Crossref published-online,"Abstract Excitation‐wavelength‐dependent (Ex‐De) emitters are a fascinating category of luminescent materials whose emission properties vary with the wavelength of the light used for excitation. Antimony (Sb 3+ )‐doped indium (In)‐based metal halides are efficient light emitters; however, the peak fluorescence emission of most Sb 3+ ‐activated In‐halide remains independent of the excitation wavelength. Here, the study introduces a new Sb 3+ ‐doped In‐halide cluster, (BDPA) 2 InCl 5 :Sb (BDPA + = C 15 H 18 N + , benzyldimethylphenylammonium), which demonstrates efficient Ex‐De emission originating from the on–off switchable fluorescence behavior of singlet self‐trapped exciton (STE) in 5‐coordinate Sb 3+ dopant. Interestingly, when excited within the range of 240–370 nm, photoluminescence (PL) spectra of (BDPA) 2 InCl 5 :Sb show both singlet and triplet STE emission. However, under excitation wavelengths of 370 to 420 nm, the singlet STE emission is absent, resulting in a noticeable correlated color temperature change from 1700 to 3800 K. The study provides a new approach to designing color‐tunable Sb 3+ ‐based luminophores, and also presents a novel application scenario for the widely recognized Sb 3+ doping strategy.",2026-05-03
yeoh-2024-computational,Computational Screening of a Single-Atom Catalyst Supported by Monolayer Nb2S2C for Oxygen Reduction Reaction,2024,https://doi.org/10.1021/acs.langmuir.3c03188,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acs.langmuir.3c03188,2024-02-08,day,Crossref published-online,,2026-05-03
zhang-2017-electrical,Electrical and optical properties of NO and H 2 S adsorption on Arsenic Phosphorus,2017,https://doi.org/10.1109/EuroSimE.2017.7926283,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/eurosime.2017.7926283,2017,year,Reviewed local CSV year,,2026-05-03
zhang-2018-tunable,Tunable electronic properties of silicene/GaP heterobilayer: Effects of electric field or biaxial tensile strain,2018,https://doi.org/10.1016/j.cplett.2018.03.019,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1016/j.cplett.2018.03.019,2018,year,Reviewed local CSV year,,2026-05-03
zhang-2021-multifunctional,Multifunctional molecule engineered SnO2 for perovskite solar cells with high efficiency and reduced lead leakage,2021,https://doi.org/10.1002/solr.202100464,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/solr.202100464,2021-08-25,day,Crossref published-online,"Outstanding performance of perovskite solar cells (PSCs) is closely linked to the optoelectrical properties of charge transporting layers. Herein, amino trimethylene phosphonic acid (ATMP) and KOH are mixed (ATMP‐K) and incorporated in a SnO 2 precursor solution to significantly improve the performance of the electron transport layer (ETL) SnO 2 in PSCs. Combining density functional theory (DFT) calculations and experiments, it is demonstrated that ATMP‐K effectively passivates the oxygen vacancy and reduces the hydroxyl groups on the surface of SnO 2 , resulting in a larger perovskite grain size and better energy‐level alignment with perovskites. ATMP‐K boosts the power conversion efficiency (PCE) of the PSCs from 20.99% to 23.52%. When applying in a perovskite/silicon heterojunction tandem solar cell, the device delivers an efficiency up to 24.75% with a high V OC of 1.94 V, compared with 22.67% and 1.85 V of the reference cells. Furthermore, ATMP‐K‐modified PSCs also show extraordinary ability to absorb Pb 2+ ions after their degradation in water, offering a facile strategy for reducing Pb leakage.",2026-05-03
zhao-2023-excitation,Excitation Wavelength-Dependent Fluorescence of a Lanthanide Organic Metal Halide Cluster for Anti-Counterfeiting Applications,2023,https://doi.org/10.1002/anie.202316336,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/anie.202316336,2023-11-23,day,Crossref published-online,"Abstract The achievement of significant photoluminescence (PL) in lanthanide ions (Ln 3+ ) has primarily relied on host sensitization, where energy is transferred from the excited host material to the Ln 3+ ions. However, this luminous mechanism involves only one optical antenna, namely the host material, which limits the accessibility of excitation wavelength‐dependent (Ex‐De) PL. Consequently, the wider application of Ln 3+ ions in light‐emitting devices is hindered. In this study, we present an organic–inorganic compound, (DMA) 4 LnCl 7 (DMA + =[CH 3 NH 2 CH 3 ] + , Ln 3+ =Ce 3+ , Tb 3+ ), which serves as an independent host lattice material for efficient Ex‐De emission by doping it with trivalent antimony (Sb 3+ ). The pristine (DMA) 4 LnCl 7 compounds exhibit high luminescence, maintaining the characteristic sharp emission bands of Ln 3+ and demonstrating a high PL quantum yield of 90–100 %. Upon Sb 3+ doping, the compound exhibits noticeable Ex‐De emission with switchable colors. Through a detailed spectral study, we observe that the prominent energy transfer process observed in traditional host‐sensitized systems is absent in these materials. Instead, they exhibit two independent emission centers from Ln 3+ and Sb 3+ , each displaying distinct features in luminous color and radiative lifetime. These findings open up new possibilities for designing Ex‐De emitters based on Ln 3+ ions.",2026-05-03
zheng-2017-first,First principle design of CdS/germanene heterostructures with tunable electronic and transport properties,2017,https://doi.org/10.1109/EuroSimE.2017.7926284,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/eurosime.2017.7926284,2017,year,Reviewed local CSV year,,2026-05-03
jiang-2025-flexible,"Flexible and efficient semiempirical DFTB parameters for electronic structure prediction of 3D, 2D iodide perovskites and heterostructures",2025,https://doi.org/10.1103/PhysRevMaterials.9.023803,Curated DFTB parameter paper retained for data/parameter links.,https://journals.aps.org/prmaterials/abstract/10.1103/PhysRevMaterials.9.023803,2025-02-21,day,Official APS article page,,2026-05-03
jiang-2024-flexible,"Flexible and Efficient Semi-Empirical DFTB methods for Electronic Structure Prediction of 3D, 2D Perovskites and Heterostructures",2024,,Curated DFTB conference record retained for data/parameter context; exact date requires manual confirmation.,,2024,year,Reviewed local CSV year,,2026-05-03
jiang-2023-flexible,"Flexible and Efficient Semi-Empirical DFTB methods for Electronic Structure Prediction of 3D, 2D and 3D/2D Halide Perovskites",2023,,Curated DFTB conference record retained for data/parameter context; exact date requires manual confirmation.,,2023,year,Reviewed local CSV year,,2026-05-03
thebaud-2024-extending,Extending tight-binding models from bulk to layered halide perovskites,2024,,Curated tight-binding conference record retained for data/parameter context; exact date requires manual confirmation.,,2024,year,Reviewed local CSV year,,2026-05-03
selected-duan-2026-photostability,Structure and device-operando photostability of quasi-2D Ruddlesden-Popper perovskites: engineering the spacer cation matters,2026,https://doi.org/10.1021/acsenergylett.5c03228,Curated selected publication without a generated detail page.,https://doi.org/10.1021/acsenergylett.5c03228,2026-01-28,day,Crossref published-online,,2026-05-03
selected-geng-2025-bidentate,Bidentate pyridine passivators attaching trifluoromethyl substitute groups in varied positions for efficient carbon-based perovskite solar cells,2025,https://doi.org/10.1021/acsami.5c18690,Curated selected publication without a generated detail page.,https://doi.org/10.1021/acsami.5c18690,2025-11-12,day,Crossref published-online,,2026-05-03
